Customer Name,Segment,Customer ID
Troy Staebel,Consumer,769
Trudy Schmidt,Consumer,770
Ted Trevino,Consumer,771
Thomas Thornton,Consumer,772
Tracy Zic,Consumer,777
Valerie Dominguez,Consumer,779
Vivek Gonzalez,Consumer,781
Vivian Mathis,Consumer,784
Vivek Sundaresam,Consumer,787
William Brown,Consumer,790
Xylona Preis,Consumer,791
Zuschuss Carroll,Consumer,794
Zuschuss Donatelli,Consumer,795
Ann Blume,Corporate,11
Alyssa Crouse,Corporate,12
Ann Chong,Corporate,14
Aleksandra Gannaway,Corporate,20
Andrew Gjertsen,Corporate,23
Andy Gerbode,Corporate,24
Aaron Hawkins,Corporate,28
Adam Hart,Corporate,29
Alan Haines,Corporate,31
Anna Häberlin,Corporate,35
Anthony Jacobs,Corporate,37
Anthony Johnson,Corporate,38
Alice McCarthy,Corporate,41
Anthony O'Donnell,Corporate,43
Alex Russell,Corporate,46
Allen Rosenblatt,Corporate,47
Anthony Rawles,Corporate,51
Aaron Smayling,Corporate,52
Alan Schoenberger,Corporate,55
Alejandro Savely,Corporate,57
Andy Yotov,Corporate,63
Barry Blumstein,Corporate,65
Brenda Bowman,Corporate,66
Barry Französisch,Corporate,80
Barbara Fisher,Corporate,82
Beth Fritzler,Corporate,85
Brooke Gillingham,Corporate,87
Brendan Murry,Corporate,92
Brian Moss,Corporate,93
Brad Norvell,Corporate,95
Bill Overfelt,Corporate,97
Barry Pond,Corporate,99
Bart Pistole,Corporate,100
Ben Peterman,Corporate,102
Bill Shonely,Corporate,105
Bill Stewart,Corporate,106
Brendan Sweed,Corporate,107
Bill Tyler,Corporate,112
Benjamin Venier,Corporate,117
Bart Watters,Corporate,119
Carol Adams,Corporate,121
Christine Abelman,Corporate,124
Claudia Bergmann,Corporate,128
Corey Catlett,Corporate,136
Carl Jackson,Corporate,146
Cyma Kinney,Corporate,151
Candace McMahon,Corporate,155
Cari MacIntyre,Corporate,156
Craig Molinari,Corporate,165
Cathy Prescott,Corporate,167
Christine Phan,Corporate,168
Cari Sayre,Corporate,173
Charles Sheldon,Corporate,177
Chris Selesnick,Corporate,178
Cindy Schnelling,Corporate,182
Cynthia Voltz,Corporate,186
Craig Yedwab,Corporate,188
Darren Budd,Corporate,191
David Bremer,Corporate,193
Dorothy Badders,Corporate,198
Deirdre Greer,Corporate,206
Dave Hallsten,Corporate,207
Denny Joy,Corporate,209
Don Jones,Corporate,210
Damala Kotsonis,Corporate,212
David Kendrick,Corporate,216
Dean Katz,Corporate,217
Dionis Lloyd,Corporate,223
Dorris liebe,Corporate,224
Dario Medina,Corporate,225
Denise Monton,Corporate,227
Don Miller,Corporate,228
Dave Poirier,Corporate,233
Dan Reichenbach,Corporate,237
David Smith,Corporate,240
Darrin Van Huff,Corporate,241
David Wiener,Corporate,243
Dorothy Wardle,Corporate,246
Erin Ashbrook,Corporate,247
Ed Braxton,Corporate,248
Edward Becker,Corporate,249
Ellis Ballard,Corporate,250
Erica Bern,Corporate,253
Edward Hooks,Corporate,259
Eleni McCrary,Corporate,269
Elizabeth Moffitt,Corporate,270
Eudokia Martin,Corporate,273
Elpida Rittenbach,Corporate,278
Erin Smith,Corporate,280
Frank Atkinson,Corporate,281
Fred Chung,Corporate,283
Frank Hawley,Corporate,285
Fred Hopkins,Corporate,287
Filia McAdams,Corporate,288
Fred Wasserman,Corporate,293
George Bell,Corporate,296
Giulietta Dortch,Corporate,298
Greg Guthrie,Corporate,299
Gene Hale,Corporate,302
Grace Kelly,Corporate,304
Greg Maxwell,Corporate,309
Guy Phonely,Corporate,310
Georgia Rosenberg,Corporate,311
Grant Thornton,Corporate,312
George Zrebassa,Corporate,317
Harold Engle,Corporate,321
Henry Goldwyn,Corporate,324
Hilary Holden,Corporate,326
Heather Kirkland,Corporate,328
Harry Marie,Corporate,330
Harold Ryan,Corporate,334
Helen Wasserman,Corporate,335
Jennifer Braxton,Corporate,342
Julie Creighton,Corporate,349
Jonathan Doherty,Corporate,351
Justin Deggeller,Corporate,354
Jim Epp,Corporate,356
Justin Ellison,Corporate,359
Jason Gross,Corporate,368
John Grady,Corporate,369
Jason Klamczynski,Corporate,378
Janet Molinari,Corporate,392
Jim Mitchum,Corporate,395
Jack O'Briant,Corporate,398
Jennifer Patt,Corporate,401
Justin Ritter,Corporate,406
Jill Stevenson,Corporate,407
Jim Sink,Corporate,408
Jane Waco,Corporate,412
Karen Bern,Corporate,416
Ken Black,Corporate,419
Ken Brennan,Corporate,420
Karen Carlisle,Corporate,421
Kimberly Carter,Corporate,423
Keith Dawkins,Corporate,426
Ken Dana,Corporate,427
Katrina Edelman,Corporate,428
Katharine Harms,Corporate,430
Ken Heidel,Corporate,433
Kristen Hastings,Corporate,434
Kelly Lampkin,Corporate,435
Kalyca Meade,Corporate,437
Katherine Nockton,Corporate,441
Kean Nguyen,Corporate,442
Karen Seio,Corporate,444
Laura Armstrong,Corporate,449
Linda Cazamias,Corporate,454
Lela Donovan,Corporate,458
Lori Olson,Corporate,468
Lisa Ryan,Corporate,472
Linda Southworth,Corporate,473
Luke Schmidt,Corporate,475
Laurel Workman,Corporate,480
Lindsay Williams,Corporate,481
Mark Cousins,Corporate,489
Matt Collister,Corporate,491
Matt Connell,Corporate,492
Matthew Clasen,Corporate,493
Mike Caudle,Corporate,496
Michael Dominguez,Corporate,498
Michelle Ellison,Corporate,501
Maureen Fritzler,Corporate,502
Monica Federle,Corporate,503
Mitch Gastineau,Corporate,510
Mark Haberlin,Corporate,512
Matt Hagelstein,Corporate,514
Maya Herman,Corporate,515
Michael Kennedy,Corporate,519
Marina Lichtenstein,Corporate,521
Michelle Lonsdale,Corporate,524
Muhammed MacIntyre,Corporate,529
Michael Paige,Corporate,535
Michael Stewart,Corporate,543
Mitch Willingham,Corporate,549
Maribeth Yedwab,Corporate,550
Muhammed Yedwab,Corporate,551
Mary Zewe,Corporate,553
Nicole Brennan,Corporate,554
Nona Balk,Corporate,555
Nick Crebassa,Corporate,558
Noah Childs,Corporate,559
Neil Ducich,Corporate,561
Nat Gilpin,Corporate,565
Nicole Hansen,Corporate,567
Noel Staavos,Corporate,578
Odella Nelson,Corporate,581
Phillip Breyer,Corporate,587
Pamela Coakley,Corporate,588
Patrick Jones,Corporate,596
Pauline Webber,Corporate,615
Quincy Jones,Corporate,617
Ruben Ausman,Corporate,619
Robert Barroso,Corporate,627
Randy Ferguson,Corporate,641
Rachel Payne,Corporate,654
Roy Phan,Corporate,656
Rick Reed,Corporate,658
Ricardo Sperren,Corporate,659
Roland Schwarz,Corporate,660
Rick Wilson,Corporate,662
Rob Williams,Corporate,663
Sean Braxton,Corporate,668
Scot Coram,Corporate,672
Scott Cohen,Corporate,673
Shaun Chance,Corporate,676
Steve Chapman,Corporate,679
Stewart Carmichael,Corporate,681
Sylvia Foulston,Corporate,688
Susan Gilcrest,Corporate,692
Stefanie Holloman,Corporate,694
Sally Hughsby,Corporate,695
Suzanne McNair,Corporate,704
Sibella Parks,Corporate,708
Stefania Perrino,Corporate,709
Stephanie Phelps,Corporate,710
Sung Pak,Corporate,711
Saphhira Shifley,Corporate,715
Stuart Van,Corporate,724
Steven Ward,Corporate,730
Thomas Boland,Corporate,734
Todd Boyes,Corporate,738
Tamara Chand,Corporate,743
Theresa Coyne,Corporate,744
Thea Hudgings,Corporate,752
Tiffany House,Corporate,753
Tracy Poddar,Corporate,760
Theresa Swint,Corporate,763
Thomas Seio,Corporate,764
Todd Sumrall,Corporate,766
Tom Stivers,Corporate,767
Tim Taslimi,Corporate,773
Tom Zandusky,Corporate,776
Victoria Brennan,Corporate,778
Vivek Grady,Corporate,782
Victoria Pisteka,Corporate,786
Victoria Wilson,Corporate,789
Yoseph Carroll,Corporate,792
Yana Sorensen,Corporate,793
Adam Bellavance,Home Office,6
Alejandro Ballentine,Home Office,10
Alan Dominguez,Home Office,16
Anthony Garverick,Home Office,26
Adrian Hane,Home Office,30
Anne Pryor,Home Office,44
Adrian Shami,Home Office,54
Ann Steele,Home Office,58
Alyssa Tate,Home Office,59
Arthur Wiediger,Home Office,62
Becky Castell,Home Office,67
Brendan Dodson,Home Office,70
Bill Eplett,Home Office,76
Brad Eason,Home Office,78
Barry Franz,Home Office,79
Ben Ferrer,Home Office,83
Benjamin Farhat,Home Office,84
Bryan Spruell,Home Office,110
Beth Thompson,Home Office,111
Brad Thomas,Home Office,114
Bradley Talbott,Home Office,115
Cathy Armstrong,Home Office,122
Chad Cunningham,Home Office,129
Chuck Clark,Home Office,133
Cynthia Delaney,Home Office,142
Catherine Glotzbach,Home Office,143
Cathy Hwang,Home Office,145
Christine Kargatis,Home Office,149
Craig Leslie,Home Office,154
Corinna Mitchell,Home Office,164
Clay Rozendal,Home Office,169
Corey Roper,Home Office,170
Cyra Reiten,Home Office,172
Christopher Schild,Home Office,180
Carl Weiss,Home Office,187
Dianna Arnett,Home Office,189
Daniel Byrd,Home Office,190
Deborah Brumfield,Home Office,195
Dennis Bolton,Home Office,196
Deanra Eno,Home Office,204
Duane Huffman,Home Office,208
Dean percer,Home Office,235
Dennis Pardue,Home Office,236
Daniel Raglin,Home Office,238
Darrin Sayre,Home Office,239
Dianna Wilson,Home Office,244
Emily Ducich,Home Office,257
Erica Hernandez,Home Office,262
Eugene Hildebrand,Home Office,263
Eileen Kiefer,Home Office,267
Ed Ludwig,Home Office,268
Eugene Moren,Home Office,274
Evan Minnotte,Home Office,275
Frank Carlisle,Home Office,282
Frank Gastineau,Home Office,284
Frank Merwin,Home Office,289
Gary Hansen,Home Office,300
Gary Mitchum,Home Office,306
Harold Dahlen,Home Office,320
Heather Jas,Home Office,327
Harold Pawlan,Home Office,332
Hallie Redmond,Home Office,333
Julia Barnett,Home Office,345
Joel Jenkins,Home Office,376
Jim Kriz,Home Office,381
Julie Kriz,Home Office,384
James Lanier,Home Office,386
Jesus Ocampo,Home Office,400
Julie Prescott,Home Office,403
Joni Sundaresam,Home Office,410
Katrina Bavinger,Home Office,418
Karen Ferguson,Home Office,429
Katherine Murray,Home Office,438
Kristina Nunn,Home Office,443
Laurel Beltran,Home Office,451
Lindsay Castell,Home Office,455
Lindsay Shagiari,Home Office,474
Matt Abelman,Home Office,484
Michelle Arnett,Home Office,485
Maria Etezadi,Home Office,499
Matthew Grinstein,Home Office,504
Maureen Gastineau,Home Office,505
Michael Grace,Home Office,507
Michael Granlund,Home Office,508
Marc Harrigan,Home Office,511
Mick Hernandez,Home Office,517
Max Ludwig,Home Office,523
Meg O'Connel,Home Office,532
Mark Packer,Home Office,534
Mike Pelletier,Home Office,536
Mathew Reese,Home Office,537
Michelle Tran,Home Office,545
Maria Zettner,Home Office,552
Neil Französisch,Home Office,563
Nicole Fjeld,Home Office,564
Neil Knudson,Home Office,568
Nancy Lomonaco,Home Office,569
Nathan Mautz,Home Office,570
Nora Pelletier,Home Office,574
Nick Zandusky,Home Office,580
Pete Armstrong,Home Office,583
Patrick Bzostek,Home Office,584
Pauline Chand,Home Office,589
Patricia Hirasaki,Home Office,595
Paul Knutson,Home Office,598
Paul Lucas,Home Office,600
Peter McVee,Home Office,602
Parhena Norris,Home Office,603
Philisse Overcash,Home Office,606
Phillina Ober,Home Office,607
Paul Prost,Home Office,608
Paul Stevenson,Home Office,611
Penelope Sewall,Home Office,612
Paul Van Hugh,Home Office,614
Rick Bensley,Home Office,625
Roger Barcio,Home Office,628
Ross Baird,Home Office,629
Robert Dilbeck,Home Office,634
Ross DeVincentis,Home Office,636
Rick Huthwaite,Home Office,645
Robert Marley,Home Office,651
Roy Skaria,Home Office,661
Sample Company A,Home Office,670
Steve Carroll,Home Office,678
Shirley Daniels,Home Office,684
Sanjit Jacobs,Home Office,696
Sara Luxemburg,Home Office,700
Sean Miller,Home Office,702
Skye Norling,Home Office,705
Steve Nguyen,Home Office,706
Sharelle Roach,Home Office,713
Steven Roelle,Home Office,714
Shirley Schmidt,Home Office,717
Stephanie Ulpright,Home Office,721
Sean Wendt,Home Office,728
Sam Zeldin,Home Office,731
Tom Ashbrook,Home Office,732
Thomas Brumley,Home Office,735
Tony Chapman,Home Office,746
Tracy Collins,Home Office,747
Tracy Hopkins,Home Office,754
Tanja Norvell,Home Office,757
Tonja Turnell,Home Office,774
Tamara Willingham,Home Office,775
Vicky Freymann,Home Office,780
Valerie Mitchum,Home Office,783
Victor Preis,Home Office,785
Valerie Takahito,Home Office,788
